clave,tipo,archivo,linea,texto_original,texto_con_marcadores,tiene_interpolacion,nota
context-menu.eliminar-series,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,239,Eliminar series,Eliminar series,no,
context-menu.marcar-como-favorito,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,121,Marcar como favorito,Marcar como favorito,no,
context-menu.marcar-como-favorito-2,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,228,Marcar como favorito,Marcar como favorito,no,
context-menu.marcar-como-favorito-3,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,419,Marcar como favorito,Marcar como favorito,no,
context-menu.mas-informacion,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,226,Más información...,Más información...,no,
context-menu.mas-informacion-2,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,270,Más información...,Más información...,no,
context-menu.mas-informacion-3,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,460,Más información...,Más información...,no,
context-menu.mostrar-opciones-visualizacion,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,512,Mostrar opciones de visualización,Mostrar opciones de visualización,no,
context-menu.obtener-informacion,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,467,Obtener información...,Obtener información...,no,
context-menu.opciones-para-ordenar,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,510,Opciones para ordenar,Opciones para ordenar,no,
context-menu.quitar-album,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,334,Quitar del álbum,Quitar del álbum,no,
context-menu.quitar-favorito,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,119,Quitar favorito,Quitar favorito,no,
context-menu.quitar-favoritos,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,228,Quitar de favoritos,Quitar de favoritos,no,
context-menu.quitar-favoritos-2,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,419,Quitar de favoritos,Quitar de favoritos,no,
context-menu.quitar-foto-artista,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,210,Quitar foto del artista,Quitar foto del artista,no,
context-menu.quitar-fotos-artistas,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,210,Quitar fotos de los artistas,Quitar fotos de los artistas,no,
context-menu.quitar-poster,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,434,Quitar póster,Quitar póster,no,
context-menu.renombrar-album,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,305,Renombrar álbum...,Renombrar álbum...,no,
context-menu.reveal,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,112,Mostrar en el Explorador,Mostrar en el Explorador,no,
context-menu.search-album-covers,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,115,Buscar carátulas del álbum...,Buscar carátulas del álbum...,no,
context-menu.search-online,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,114,Buscar información en línea,Buscar información en línea,no,
context-menu.search-poster,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,116,Buscar póster en línea,Buscar póster en línea,no,
context-menu.seleccionar-canciones-mismo-album,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,425,Seleccionar canciones del mismo álbum,Seleccionar canciones del mismo álbum,no,
context-menu.seleccionar-canciones-mismo-artista,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,426,Seleccionar canciones del mismo artista,Seleccionar canciones del mismo artista,no,
context-menu.sincronizar-seleccion,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,474,Sincronizar la selección,Sincronizar la selección,no,
context-menu.solo-favoritos,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,508,Solo favoritos,Solo favoritos,no,
context-menu.todas-canciones,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,507,Todas las canciones,Todas las canciones,no,
context-menu.vista-previa,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,329,Vista previa,Vista previa,no,
context-menu.volver-leer-etiquetas-archivo,MenuEntry,studio/windows/AuraStudio.Core/Library/ContextMenu.cs,412,Volver a leer etiquetas del archivo,Volver a leer etiquetas del archivo,no,
crash-reporter.algo-salio-mal,ContentDialog,studio/windows/AuraStudio.App/Services/CrashReporter.cs,112,Algo salió mal,Algo salió mal,no,
crash-reporter.entendido,ContentDialog,studio/windows/AuraStudio.App/Services/CrashReporter.cs,114,Entendido,Entendido,no,
device-list-page.buscar-actualizaciones,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,135,Buscar actualizaciones,Buscar actualizaciones,no,
device-list-page.cancelar,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,141,Cancelar,Cancelar,no,
device-list-page.cancelar-2,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,287,Cancelar,Cancelar,no,
device-list-page.guardar,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,88,Guardar,Guardar,no,
device-list-page.instalar-actualizacion,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,118,Instalar la actualización,Instalar la actualización,no,
device-list-page.nombre-ipod,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,85,Nombre del iPod,Nombre del iPod,no,
device-list-page.por-copiar,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,308,Por copiar,Por copiar,no,
device-list-page.reubicados,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,316,Reubicados,Reubicados,no,
device-list-page.revisar-cambios,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,278,Revisar cambios,Revisar cambios,no,
device-list-page.sincronizacion,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,248,Sincronización,Sincronización,no,
device-list-page.sincronizar,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,284,Sincronizar,Sincronizar,no,
device-list-page.toda-biblioteca,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,265,Toda la biblioteca,Toda la biblioteca,no,
device-list-page.xaml.listo,ContentDialog,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml.cs,156,Listo,Listo,no,
device-list-page.ya-al-dia,XAML,studio/windows/AuraStudio.App/Views/DeviceListPage.xaml,312,Ya al día,Ya al día,no,
device-list-view-model.buscando-actualizaciones-family-displayn,StatusMessage,studio/windows/AuraStudio.App/ViewModels/DeviceListViewModel.cs,130,Buscando actualizaciones de {family.DisplayName}…,Buscando actualizaciones de {0}…,sí,
device-list-view-model.ipod-se-llama-devicename,StatusMessage,studio/windows/AuraStudio.App/ViewModels/DeviceListViewModel.cs,372,"El iPod se llama ""{DeviceName}"".","El iPod se llama ""{0}"".",sí,
device-list-view-model.se-detuvo-busqueda-actualizaciones,StatusMessage,studio/windows/AuraStudio.App/ViewModels/DeviceListViewModel.cs,155,Se detuvo la búsqueda de actualizaciones.,Se detuvo la búsqueda de actualizaciones.,no,
extras-page.animaciones-graficos,XAML,studio/windows/AuraStudio.App/Views/ExtrasPage.xaml,129,Animaciones y gráficos,Animaciones y gráficos,no,
extras-page.cronometro-bloqueo-pantalla,XAML,studio/windows/AuraStudio.App/Views/ExtrasPage.xaml,158,Cronómetro y bloqueo de pantalla,Cronómetro y bloqueo de pantalla,no,
extras-page.disponible-dispositivo,XAML,studio/windows/AuraStudio.App/Views/ExtrasPage.xaml,108,Disponible en el dispositivo,Disponible en el dispositivo,no,
extras-page.extras,XAML,studio/windows/AuraStudio.App/Views/ExtrasPage.xaml,20,Extras,Extras,no,
extras-page.firmware,XAML,studio/windows/AuraStudio.App/Views/ExtrasPage.xaml,31,Firmware,Firmware,no,
extras-page.juegos,XAML,studio/windows/AuraStudio.App/Views/ExtrasPage.xaml,148,Juegos,Juegos,no,
extras-page.licencias,XAML,studio/windows/AuraStudio.App/Views/ExtrasPage.xaml,170,Licencias,Licencias,no,
extras-page.lo-firmware-ofrece-mas-alla-biblioteca,XAML,studio/windows/AuraStudio.App/Views/ExtrasPage.xaml,21,Lo que el firmware ofrece más allá de la biblioteca,Lo que el firmware ofrece más allá de la biblioteca,no,
extras-page.revisar-nuevo,XAML,studio/windows/AuraStudio.App/Views/ExtrasPage.xaml,86,Revisar de nuevo,Revisar de nuevo,no,
extras-page.software-libre-incluido,XAML,studio/windows/AuraStudio.App/Views/ExtrasPage.xaml,176,Software libre incluido,Software libre incluido,no,
extras-page.temas,XAML,studio/windows/AuraStudio.App/Views/ExtrasPage.xaml,116,Temas,Temas,no,
extras-page.todavia,XAML,studio/windows/AuraStudio.App/Views/ExtrasPage.xaml,140,Todavía no,Todavía no,no,
installer-page.cancelar,XAML,studio/windows/AuraStudio.App/Views/InstallerPage.xaml,401,Cancelar,Cancelar,no,
library-status-strip.detener,XAML,studio/windows/AuraStudio.App/Controls/LibraryStatusStrip.xaml,43,Detener,Detener,no,
library-view-model.buscando-fotos-artista,StatusMessage,studio/windows/AuraStudio.App/ViewModels/LibraryViewModel.cs,564,Buscando fotos de artista…,Buscando fotos de artista…,no,
library-view-model.buscando-letra,StatusMessage,studio/windows/AuraStudio.App/ViewModels/LibraryViewModel.cs,2122,Buscando letra…,Buscando letra…,no,
library-view-model.buscando-posters-video,StatusMessage,studio/windows/AuraStudio.App/ViewModels/LibraryViewModel.cs,543,Buscando pósters de video…,Buscando pósters de video…,no,
library-view-model.completando-targets-count-elemento-s,StatusMessage,studio/windows/AuraStudio.App/ViewModels/LibraryViewModel.cs,314,Completando {targets.Count} elemento(s)…,Completando {0} elemento(s)…,sí,
library-view-model.hay-nada-completar-todo-tiene-titulo,StatusMessage,studio/windows/AuraStudio.App/ViewModels/LibraryViewModel.cs,309,"No hay nada que completar: todo tiene título, artista y álbum.","No hay nada que completar: todo tiene título, artista y álbum.",no,
library-view-model.se-detuvo-busqueda-fotos,StatusMessage,studio/windows/AuraStudio.App/ViewModels/LibraryViewModel.cs,577,Se detuvo la búsqueda de fotos.,Se detuvo la búsqueda de fotos.,no,
library-view-model.se-detuvo-busqueda-letra,StatusMessage,studio/windows/AuraStudio.App/ViewModels/LibraryViewModel.cs,2136,Se detuvo la búsqueda de letra.,Se detuvo la búsqueda de letra.,no,
library-view-model.se-detuvo-busqueda-linea,StatusMessage,studio/windows/AuraStudio.App/ViewModels/LibraryViewModel.cs,327,Se detuvo la búsqueda en línea.,Se detuvo la búsqueda en línea.,no,
library-view-model.se-detuvo-busqueda-posters,StatusMessage,studio/windows/AuraStudio.App/ViewModels/LibraryViewModel.cs,556,Se detuvo la búsqueda de pósters.,Se detuvo la búsqueda de pósters.,no,
library-view-model.se-detuvo-normalizacion-caratulas-lo-fal,StatusMessage,studio/windows/AuraStudio.App/ViewModels/LibraryViewModel.cs,1055,Se detuvo la normalización de carátulas. Lo que falte sigue la próxima vez.,Se detuvo la normalización de carátulas. Lo que falte sigue la próxima vez.,no,
library-view-model.se-pudo-leer-ninguna-etiqueta-archivos,StatusMessage,studio/windows/AuraStudio.App/ViewModels/LibraryViewModel.cs,2105,No se pudo leer ninguna etiqueta: los archivos no están disponibles.,No se pudo leer ninguna etiqueta: los archivos no están disponibles.,no,
main-window.aura-studio,XAML,studio/windows/AuraStudio.App/MainWindow.xaml,6,Aura Studio,Aura Studio,no,
media-grid-page.buscar-posters,XAML,studio/windows/AuraStudio.App/Views/MediaGridPage.xaml,36,Buscar pósters,Buscar pósters,no,
media-grid-page.xaml.cancelar,ContentDialog,studio/windows/AuraStudio.App/Views/MediaGridPage.xaml.cs,941,Cancelar,Cancelar,no,
media-grid-page.xaml.guardar,ContentDialog,studio/windows/AuraStudio.App/Views/MediaGridPage.xaml.cs,940,Guardar,Guardar,no,
media-grid-page.xaml.renombrar-album,ContentDialog,studio/windows/AuraStudio.App/Views/MediaGridPage.xaml.cs,938,Renombrar álbum,Renombrar álbum,no,
media-info-dialog.cancelar,ContentDialog,studio/windows/AuraStudio.App/Views/MediaInfoDialog.cs,49,Cancelar,Cancelar,no,
media-info-dialog.guardar,ContentDialog,studio/windows/AuraStudio.App/Views/MediaInfoDialog.cs,48,Guardar,Guardar,no,
media-info-dialog.mas-informacion,ContentDialog,studio/windows/AuraStudio.App/Views/MediaInfoDialog.cs,47,Más información,Más información,no,
playlists-page.crea-nueva-o-importa-archivo-m3u,XAML,studio/windows/AuraStudio.App/Views/PlaylistsPage.xaml,64,"Crea una nueva, o importa un archivo .m3u/.m3u8 de otro programa. Las canciones que no estén en tu biblioteca se cuentan aparte, no se pierden en silencio.","Crea una nueva, o importa un archivo .m3u/.m3u8 de otro programa. Las canciones que no estén en tu biblioteca se cuentan aparte, no se pierden en silencio.",no,
playlists-page.eliminar,XAML,studio/windows/AuraStudio.App/Views/PlaylistsPage.xaml,53,Eliminar,Eliminar,no,
playlists-page.exportar,XAML,studio/windows/AuraStudio.App/Views/PlaylistsPage.xaml,52,Exportar,Exportar,no,
playlists-page.importar-m3u,XAML,studio/windows/AuraStudio.App/Views/PlaylistsPage.xaml,27,Importar M3U…,Importar M3U…,no,
playlists-page.listas-armadas-con-canciones-biblioteca,XAML,studio/windows/AuraStudio.App/Views/PlaylistsPage.xaml,21,Listas armadas con canciones de tu biblioteca. Se copian al iPod al sincronizar.,Listas armadas con canciones de tu biblioteca. Se copian al iPod al sincronizar.,no,
playlists-page.nueva-lista,XAML,studio/windows/AuraStudio.App/Views/PlaylistsPage.xaml,26,Nueva lista,Nueva lista,no,
playlists-page.renombrar,XAML,studio/windows/AuraStudio.App/Views/PlaylistsPage.xaml,51,Renombrar,Renombrar,no,
playlists-page.todavia-tienes-listas,XAML,studio/windows/AuraStudio.App/Views/PlaylistsPage.xaml,62,Todavía no tienes listas.,Todavía no tienes listas.,no,
playlists-page.xaml.aceptar,ContentDialog,studio/windows/AuraStudio.App/Views/PlaylistsPage.xaml.cs,90,Aceptar,Aceptar,no,
playlists-page.xaml.cancelar,ContentDialog,studio/windows/AuraStudio.App/Views/PlaylistsPage.xaml.cs,91,Cancelar,Cancelar,no,
settings-page.abrir-explorador,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,129,Abrir en el Explorador,Abrir en el Explorador,no,
settings-page.activos-sin-configurar-nada,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,383,"Activos, sin configurar nada","Activos, sin configurar nada",no,
settings-page.agregar,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,299,Agregar,Agregar,no,
settings-page.agregar-2,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,353,Agregar,Agregar,no,
settings-page.agrupar-colaboraciones-bajo-artista-prin,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,286,Agrupar las colaboraciones bajo el artista principal,Agrupar las colaboraciones bajo el artista principal,no,
settings-page.al-importar,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,238,Al importar,Al importar,no,
settings-page.apagado-aura-studio-toca-red-al,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,241,"Apagado, Aura Studio no toca la red al importar: usa solo las etiquetas del archivo y lo que se pueda adivinar de su nombre.","Apagado, Aura Studio no toca la red al importar: usa solo las etiquetas del archivo y lo que se pueda adivinar de su nombre.",no,
settings-page.aqui-vive-catalogo-biblioteca-funciona-a,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,120,"Aquí vive el catálogo de tu biblioteca: funciona aunque el iPod no esté conectado, y se sincroniza al conectarlo. Que además se copien tus archivos aquí depende del ajuste de abajo.","Aquí vive el catálogo de tu biblioteca: funciona aunque el iPod no esté conectado, y se sincroniza al conectarlo. Que además se copien tus archivos aquí depende del ajuste de abajo.",no,
settings-page.archivos-huerfanos,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,171,Archivos huérfanos,Archivos huérfanos,no,
settings-page.artista-album-recomendado,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,253,Artista / Álbum (recomendado),Artista / Álbum (recomendado),no,
settings-page.biblioteca,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,26,Biblioteca,Biblioteca,no,
settings-page.buscar-actualizaciones,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,100,Buscar actualizaciones,Buscar actualizaciones,no,
settings-page.buscar-letras-sincronizadas,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,243,Buscar letras sincronizadas,Buscar letras sincronizadas,no,
settings-page.buscarlo-nuevo,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,376,Buscarlo de nuevo,Buscarlo de nuevo,no,
settings-page.calidad-audio,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,275,Calidad de audio,Calidad de audio,no,
settings-page.calidad-imagen,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,325,Calidad de imagen,Calidad de imagen,no,
settings-page.cambiar,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,131,Cambiar…,Cambiar…,no,
settings-page.cambiar-carpeta-mueve-nada,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,137,Cambiar de carpeta no mueve nada,Cambiar de carpeta no mueve nada,no,
settings-page.caratula-alternativa-1000-1000-sin-clave,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,425,"Carátula alternativa de 1000×1000, sin clave. Es la única fuente cuyos términos permiten explícitamente este uso no comercial.","Carátula alternativa de 1000×1000, sin clave. Es la única fuente cuyos términos permiten explícitamente este uso no comercial.",no,
settings-page.caratula-por-album-recomendado,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,229,Una carátula por álbum (recomendado),Una carátula por álbum (recomendado),no,
settings-page.caratula-por-cancion,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,232,Una carátula por canción,Una carátula por canción,no,
settings-page.caratulas,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,228,Carátulas,Carátulas,no,
settings-page.carpeta-biblioteca,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,118,Carpeta de la biblioteca,Carpeta de la biblioteca,no,
settings-page.carpetas-externas-arrastraste-con-copia,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,205,"Carpetas externas que arrastraste con la copia apagada. Aura no copia nada de ahí, solo las recuerda. Quitar una de esta lista no borra ni desvincula lo que ya importaste desde ella: solo deja de mostrarla.","Carpetas externas que arrastraste con la copia apagada. Aura no copia nada de ahí, solo las recuerda. Quitar una de esta lista no borra ni desvincula lo que ya importaste desde ella: solo deja de mostrarla.",no,
settings-page.carpetas-ipod,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,252,Carpetas en el iPod,Carpetas en el iPod,no,
settings-page.carpetas-vinculadas,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,203,Carpetas vinculadas,Carpetas vinculadas,no,
settings-page.claves-tokens,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,428,Claves y tokens,Claves y tokens,no,
settings-page.colaboraciones,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,285,Colaboraciones,Colaboraciones,no,
settings-page.colecciones,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,339,Colecciones,Colecciones,no,
settings-page.completar-informacion-faltante-con-servi,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,239,Completar la información faltante con servicios en línea,Completar la información faltante con servicios en línea,no,
settings-page.comprimir-mp3-buena-calidad,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,278,Comprimir a MP3 de buena calidad,Comprimir a MP3 de buena calidad,no,
settings-page.conversion-hace-ffmpeg-se-instala-aparte,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,371,"La conversión la hace ffmpeg, que se instala aparte porque tiene su propia licencia y su propio ritmo de actualizaciones. Se busca solo; solo hace falta elegirlo si lo tienes en una carpeta propia.","La conversión la hace ffmpeg, que se instala aparte porque tiene su propia licencia y su propio ritmo de actualizaciones. Se busca solo; solo hace falta elegirlo si lo tienes en una carpeta propia.",no,
settings-page.copiar-medios-carpeta-biblioteca,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,156,Copiar los medios a la carpeta de la biblioteca,Copiar los medios a la carpeta de la biblioteca,no,
settings-page.cuando-cancion-le-falta-caratula-se,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,389,"Cuando a una canción le falta carátula, se prueban estos servicios en orden y se usa la primera imagen que aparezca.","Cuando a una canción le falta carátula, se prueban estos servicios en orden y se usa la primera imagen que aparezca.",no,
settings-page.deezer,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,423,Deezer,Deezer,no,
settings-page.elegir-ffmpeg-exe,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,375,Elegir ffmpeg.exe…,Elegir ffmpeg.exe…,no,
settings-page.excepciones,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,291,Excepciones,Excepciones,no,
settings-page.ffmpeg,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,370,ffmpeg,ffmpeg,no,
settings-page.formato-video,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,366,Formato de video,Formato de video,no,
settings-page.fotos,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,28,Fotos,Fotos,no,
settings-page.general,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,25,General,General,no,
settings-page.idioma,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,62,Idioma,Idioma,no,
settings-page.letras-vienen-lrclib-sin-clave-ni,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,246,"Las letras vienen de LRCLIB, sin clave ni registro. Necesita la opción de arriba encendida.","Las letras vienen de LRCLIB, sin clave ni registro. Necesita la opción de arriba encendida.",no,
settings-page.listo,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,406,Listo,Listo,no,
settings-page.mantener-formato-original-recomendado,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,276,Mantener el formato original (recomendado),Mantener el formato original (recomendado),no,
settings-page.migrar-biblioteca,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,200,Migrar biblioteca,Migrar biblioteca,no,
settings-page.migrar-version-anterior,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,195,Migrar de una versión anterior,Migrar de una versión anterior,no,
settings-page.musica,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,27,Música,Música,no,
settings-page.musicbrainz-artista-album-ano-numero-pis,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,384,"MusicBrainz (artista, álbum, año, número de pista), Cover Art Archive (carátulas) y LRCLIB (letras sincronizadas). Los tres funcionan sin clave y sin registro: Aura Studio sirve recién instalado.","MusicBrainz (artista, álbum, año, número de pista), Cover Art Archive (carátulas) y LRCLIB (letras sincronizadas). Los tres funcionan sin clave y sin registro: Aura Studio sirve recién instalado.",no,
settings-page.nombre-archivo,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,262,Nombre del archivo,Nombre del archivo,no,
settings-page.nombre-completo-grupo,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,297,Nombre completo del grupo,Nombre completo del grupo,no,
settings-page.nombres-grupo-llevan-uno-esos-separadore,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,292,"Nombres de grupo que llevan uno de esos separadores adentro y no hay que recortar, como &quot;Simon + Garfunkel&quot; o &quot;Café con Leche&quot;. Se comparan con el crédito completo, sin distinguir mayúsculas ni acentos.","Nombres de grupo que llevan uno de esos separadores adentro y no hay que recortar, como &quot;Simon + Garfunkel&quot; o &quot;Café con Leche&quot;. Se comparan con el crédito completo, sin distinguir mayúsculas ni acentos.",no,
settings-page.nueva-coleccion,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,352,Nueva colección,Nueva colección,no,
settings-page.numero-pista-titulo,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,265,Número de pista y título,Número de pista y título,no,
settings-page.optimizar-espacio-320-px-recomendado,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,326,"Optimizar espacio (320 px, recomendado)","Optimizar espacio (320 px, recomendado)",no,
settings-page.orden-busqueda-caratula,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,387,Orden de búsqueda de carátula,Orden de búsqueda de carátula,no,
settings-page.organizar-por-categoria-dentro-bibliotec,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,361,Organizar por categoría dentro de la biblioteca,Organizar por categoría dentro de la biblioteca,no,
settings-page.organizar-por-coleccion-dentro-bibliotec,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,333,Organizar por colección dentro de la biblioteca,Organizar por colección dentro de la biblioteca,no,
settings-page.pantalla-ipod-es-320-240-foto,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,330,"La pantalla del iPod es de 320×240: una foto de una cámara o un teléfono actual pesa decenas de veces más de lo que esa pantalla puede mostrar. En los dos casos se guarda como JPEG, nunca la foto original completa.","La pantalla del iPod es de 320×240: una foto de una cámara o un teléfono actual pesa decenas de veces más de lo que esa pantalla puede mostrar. En los dos casos se guarda como JPEG, nunca la foto original completa.",no,
settings-page.quitar,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,220,Quitar,Quitar,no,
settings-page.quitar-2,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,314,Quitar,Quitar,no,
settings-page.quitar-3,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,345,Quitar,Quitar,no,
settings-page.quitar-coleccion-cambia-coleccion-fotos,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,355,Quitar una colección no cambia la colección de las fotos que ya la tenían asignada.,Quitar una colección no cambia la colección de las fotos que ya la tenían asignada.,no,
settings-page.se-guardan-administrador-credenciales-wi,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,429,"Se guardan en el Administrador de credenciales de Windows, cifradas con tu cuenta. Nunca en un archivo de la app ni en el repositorio; puedes verlas y borrarlas desde Windows sin pasar por aquí.","Se guardan en el Administrador de credenciales de Windows, cifradas con tu cuenta. Nunca en un archivo de la app ni en el repositorio; puedes verlas y borrarlas desde Windows sin pasar por aquí.",no,
settings-page.separa-tus-fotos-colecciones-para-encont,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,336,"Separa tus fotos en colecciones para encontrarlas más fácil DENTRO de Aura Studio. No cambia dónde quedan en el iPod: ahí siempre se copian juntas en Photos, porque el visor del iPod todavía no navega por subcarpetas.","Separa tus fotos en colecciones para encontrarlas más fácil DENTRO de Aura Studio. No cambia dónde quedan en el iPod: ahí siempre se copian juntas en Photos, porque el visor del iPod todavía no navega por subcarpetas.",no,
settings-page.separa-tus-videos-videos-series-pelicula,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,363,"Separa tus videos en Videos, Series y Películas para encontrarlos más fácil DENTRO de Aura Studio. No cambia dónde quedan en el iPod: ahí siempre se copian juntos en Videos, porque el reproductor todavía no navega por subcarpetas.","Separa tus videos en Videos, Series y Películas para encontrarlos más fácil DENTRO de Aura Studio. No cambia dónde quedan en el iPod: ahí siempre se copian juntos en Videos, porque el reproductor todavía no navega por subcarpetas.",no,
settings-page.servicios,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,30,Servicios,Servicios,no,
settings-page.solo-album,XAML,studio/windows/AuraStudio.App/Views/SettingsPage.xaml,255,Solo álbum,Solo álbum,no,
